559.7	220.4
559.7	220.6
559.6	220.8
559.5	221
559.5	221.2
559.5	221.4
559.4	221.6
559.4	221.8
559.4	222
559.3	222.2
559.4	222.4
559.2	222.6
559.2	222.8
559	223
559.2	223.2
559.1	223.4
559.1	223.6
559.1	223.8
559	224
559	224.2
559	224.4
558.8	224.6
558.9	224.8
558.9	225
558.8	225.2
558.9	225.4
558.7	225.6
558.7	225.8
558.7	226
558.7	226.2
558.6	226.4
558.6	226.6
558.5	226.8
558.3	227
558.4	227.2
558.4	227.4
558.3	227.6
558.3	227.8
558.3	228
558.2	228.2
558	228.4
557.8	228.6
557.8	228.8
557.8	229
557.7	229.2
557.6	229.4
557.6	229.6
557.3	229.8
557.2	230
557.1	230.2
557.1	230.4
556.8	230.6
556.7	230.8
556.4	231
556.4	231.2
556.2	231.4
556	231.6
556	231.8
555.7	232
555.2	232.2
555.1	232.4
555.1	232.6
554.6	232.8
554.2	233
553.9	233.2
553.9	233.4
553.5	233.6
553	233.8
552.4	234
552.4	234.2
552.2	234.4
551.8	234.6
551.2	234.8
551.2	235
550.9	235.2
550.5	235.4
550.5	235.6
550.2	235.8
549.8	236
549.3	236.2
549.3	236.4
548.9	236.6
548.5	236.8
548.5	237
548	237.2
547.7	237.4
547.2	237.6
547.2	237.8
546.8	238
546.4	238.2
546.1	238.4
546.1	238.6
545.7	238.8
545.2	239
544.8	239.2
544.8	239.4
544.3	239.6
544.1	239.8
543.7	240
543.7	240.2
543.3	240.4
542.9	240.6
542.9	240.8
542.4	241
542	241.2
541.6	241.4
541.6	241.6
541.1	241.8
540.6	242
540.2	242.2
540.2	242.4
539.9	242.6
539.4	242.8
539	243
539	243.2
538.5	243.4
538.1	243.6
537.7	243.8
537.7	244
537.2	244.2
536.7	244.4
536.7	244.6
536.4	244.8
536	245
535.7	245.2
535.7	245.4
535.2	245.6
534.8	245.8
534.4	246
534.4	246.2
534.1	246.4
533.5	246.6
533.2	246.8
533.2	247
532.7	247.2
532.2	247.4
531.9	247.6
531.9	247.8
531.5	248
531.1	248.2
531.1	248.4
530.6	248.6
530.1	248.8
529.9	249
529.9	249.2
